season,week,celebrity_name,vote_mean,vote_std,vote_CI_lower,vote_CI_upper,consistency_score,relative_uncertainty,is_eliminated
1,1,John O'Hurley,0.0753456831444855,0.011303441031787192,0.05485323390077859,0.09948660782563835,1.0,0.3192255740243618,False
1,1,Kelly Monaco,0.5410372766320244,0.021498392768554468,0.4995982310018421,0.5831684471195576,1.0,0.3192255740243618,False
1,1,Evander Holyfield,0.07030039974564814,0.010794152691038818,0.05109117269153637,0.09250667803858598,1.0,0.3192255740243618,False
1,1,Rachel Hunter,0.16411150596502985,0.01607846249785555,0.13339219716485604,0.1962067520867427,1.0,0.3192255740243618,False
1,1,Joey McIntyre,0.07720424347527927,0.011387863979609664,0.056755586656680346,0.10122335078045414,1.0,0.3192255740243618,False
1,1,Trista Sutter,0.07200089103753234,0.010953551954880309,0.05234774508238151,0.09467190467145785,1.0,0.3192255740243618,False
1,2,John O'Hurley,0.07315950784563476,0.00819164270716978,0.05645290566758182,0.08810056781490945,0.007121446348417854,0.24601900428799273,False
1,2,Kelly Monaco,0.5424880042087019,0.020353643645011157,0.510057129448759,0.5836293731688469,0.007121446348417854,0.24601900428799273,False
1,2,Evander Holyfield,0.08142774503315908,0.009178045739200402,0.06448809812774473,0.10408710173944298,0.007121446348417854,0.24601900428799273,False
1,2,Rachel Hunter,0.16876471952858837,0.01431679330996238,0.14612189997866626,0.2077902441790285,0.007121446348417854,0.24601900428799273,False
1,2,Joey McIntyre,0.07389741091065145,0.0066897233162938954,0.06074081228127533,0.08628538646243081,0.007121446348417854,0.24601900428799273,False
1,2,Trista Sutter,0.06026261247326523,0.005688608065076608,0.053633411809033436,0.06762058823639494,0.007121446348417854,0.24601900428799273,True
1,3,John O'Hurley,0.0890616835813737,0.010891710192951098,0.06873513096011943,0.11068819695486791,1.0000000000000002,0.30739815300318224,False
1,3,Kelly Monaco,0.5827839579281804,0.021719622749405903,0.5408445554843038,0.6265776204624155,1.0000000000000002,0.30739815300318224,False
1,3,Evander Holyfield,0.0558805453382461,0.01970432621132077,0.0022200166903531405,0.08068441943682514,1.0000000000000002,0.30739815300318224,True
1,3,Rachel Hunter,0.18633511747230888,0.015473256642903528,0.1561865107723257,0.2158847882628387,1.0000000000000002,0.30739815300318224,False
1,3,Joey McIntyre,0.08593869567988821,0.01075031270038937,0.06547300314279242,0.10702234493612865,1.0000000000000002,0.30739815300318224,False
1,4,John O'Hurley,0.11356083566297549,0.00764385121259521,0.09942037705711726,0.12899617409681238,0.10060464237109079,0.11481437353057107,False
1,4,Kelly Monaco,0.7604166222077909,0.013411573734556106,0.7390453163986588,0.7831499512188443,0.10060464237109079,0.11481437353057107,False
1,4,Rachel Hunter,0.012624141228974282,0.010489076628633952,0.007445995436180996,0.017868356067462825,0.10060464237109079,0.11481437353057107,True
1,4,Joey McIntyre,0.11339840090025914,0.008483985711753786,0.09862718060102678,0.1293387616404353,0.10060464237109079,0.11481437353057107,False
1,5,John O'Hurley,0.14797447455665658,0.013052268552158635,0.12359143568224673,0.17420751775051843,1.0,0.15987216027606185,False
1,5,Kelly Monaco,0.720212632906984,0.01611599503058999,0.6886103673205218,0.7507914437080555,1.0,0.15987216027606185,False
1,5,Joey McIntyre,0.13181289253636094,0.012381074279770213,0.10851482199791766,0.1555898238181744,1.0,0.15987216027606185,False
1,6,John O'Hurley,0.19498745703407358,0.013802408180395728,0.16797355916844312,0.2221116930855744,1.0,0.10827626783426246,False
1,6,Kelly Monaco,0.8050125429659275,0.013802408180395758,0.7778883069144256,0.8320264408315569,1.0,0.10827626783426246,False
2,1,Tatum O'Neal,0.08376942929238741,0.011823468481475053,0.06196112982552859,0.10832655602322905,0.26975321899050336,0.5001857032376464,False
2,1,Tia Carrere,0.0793047755017872,0.011704136799464809,0.05941348041754142,0.10454901723499692,0.26975321899050336,0.5001857032376464,False
2,1,George Hamilton,0.08568006600890178,0.011661407182265745,0.06424527573277912,0.109897834742365,0.26975321899050336,0.5001857032376464,False
2,1,Lisa Rinna,0.10822194050111851,0.012472519909748306,0.08453889828619052,0.1347281946651958,0.26975321899050336,0.5001857032376464,False
2,1,Stacy Keibler,0.23800796516131614,0.017722050814392352,0.2043433805475958,0.27315046537952875,0.26975321899050336,0.5001857032376464,False
2,1,Jerry Rice,0.09165130738663622,0.012274617305736103,0.06938578894896555,0.11558070789055333,0.26975321899050336,0.5001857032376464,False
2,1,Giselle Fernandez,0.08615249998485841,0.012177906954764853,0.06433114778887235,0.11086624222688878,0.26975321899050336,0.5001857032376464,False
2,1,Master P,0.07935594548341766,0.007689596994114549,0.06533959111391524,0.09727744099102115,0.26975321899050336,0.5001857032376464,False
2,1,Drew Lachey,0.09133785230137026,0.012334831385248967,0.06936281764673555,0.11629858397842169,0.26975321899050336,0.5001857032376464,False
2,1,Kenny Mayne,0.05651821837820635,0.015635361394004076,0.0026999059318940323,0.0751320763454641,0.26975321899050336,0.5001857032376464,True
2,2,Tatum O'Neal,0.05944188361844263,0.02578617233433453,0.0027764775439050623,0.08547212929622902,0.5969099796243487,0.46411608572697255,True
2,2,Tia Carrere,0.08756661283767388,0.011040769937159238,0.06635018606841056,0.10946578423115827,0.5969099796243487,0.46411608572697255,False
2,2,George Hamilton,0.09725823509266587,0.011478741745804948,0.07495608212058563,0.11967400477819383,0.5969099796243487,0.46411608572697255,False
2,2,Lisa Rinna,0.1155384109894787,0.012822079495188482,0.09003134299838654,0.1411320180206817,0.5969099796243487,0.46411608572697255,False
2,2,Stacy Keibler,0.2624511508937326,0.01850951501285976,0.22714969570726032,0.2969694384031094,0.5969099796243487,0.46411608572697255,False
2,2,Jerry Rice,0.09995246127894127,0.011739229678845008,0.07726923941519187,0.12228322098096164,0.5969099796243487,0.46411608572697255,False
2,2,Giselle Fernandez,0.09252279055472534,0.011576950738490866,0.07018802568575071,0.11499369695409008,0.5969099796243487,0.46411608572697255,False
2,2,Master P,0.08453076138665812,0.009113263186332142,0.06818791799162474,0.10491695458667669,0.5969099796243487,0.46411608572697255,False
2,2,Drew Lachey,0.1007376933476818,0.011828184899608869,0.07799229623737057,0.12411010224435802,0.5969099796243487,0.46411608572697255,False
2,3,Tia Carrere,0.09797498342182899,0.0089560868571908,0.08193866284611913,0.1206031690183119,0.008480312067420165,0.3675520184476451,False
2,3,George Hamilton,0.09936415349485549,0.010529921187822144,0.08361981443393857,0.1305348810090583,0.008480312067420165,0.3675520184476451,False
2,3,Lisa Rinna,0.13527523090086407,0.014685008166153446,0.10487398493940857,0.1736445636981968,0.008480312067420165,0.3675520184476451,False
2,3,Stacy Keibler,0.2698388561248388,0.017120354345745888,0.2379461582033657,0.30622117653211267,0.008480312067420165,0.3675520184476451,False
2,3,Jerry Rice,0.10793121508029746,0.009213407211471378,0.09392142307469087,0.13525061846356237,0.008480312067420165,0.3675520184476451,False
2,3,Giselle Fernandez,0.08441252473336872,0.007149204987762201,0.07168301971221636,0.094716445593675,0.008480312067420165,0.3675520184476451,True
2,3,Master P,0.1026514257568248,0.006457667122670252,0.09122757918994785,0.12080888592563246,0.008480312067420165,0.3675520184476451,False
2,3,Drew Lachey,0.1025516104871228,0.012264592440156099,0.08334811556457088,0.13433103617135406,0.008480312067420165,0.3675520184476451,False
2,4,Tia Carrere,0.1163356782305662,0.011904431181897789,0.09263667417302841,0.14082258062518022,0.990339594336975,0.40603703792885393,False
2,4,George Hamilton,0.11527469524610362,0.011729731315188882,0.0926880986503229,0.13836678645238565,0.990339594336975,0.40603703792885393,False
2,4,Lisa Rinna,0.15380747708161124,0.01380256443376861,0.12639923333345873,0.1806732059257589,0.990339594336975,0.40603703792885393,False
2,4,Stacy Keibler,0.29462514890050995,0.017867956875402942,0.26018285283708015,0.3286077024375505,0.990339594336975,0.40603703792885393,False
2,4,Jerry Rice,0.12430122397648433,0.012504196955445659,0.10026821914892207,0.14847332346676875,0.990339594336975,0.40603703792885393,False
2,4,Master P,0.06817881527126507,0.023399629551960673,0.0032435956226024984,0.09478590933992152,0.990339594336975,0.40603703792885393,True
2,4,Drew Lachey,0.12747696129345973,0.012661292724233457,0.10291643604406148,0.15264263949076456,0.990339594336975,0.40603703792885393,False
2,5,Tia Carrere,0.10356643617721487,0.035406501374098336,0.005362238274216151,0.13499751020852033,0.9133818593237878,0.4172520298010152,True
2,5,George Hamilton,0.1343182941523274,0.013136801511686717,0.10935028248975488,0.15971175567419008,0.9133818593237878,0.4172520298010152,False
2,5,Lisa Rinna,0.16394574172685494,0.01423686316594389,0.1369297448075518,0.1911663073882971,0.9133818593237878,0.4172520298010152,False
2,5,Stacy Keibler,0.3271077164585735,0.021100133791620897,0.28993259270810295,0.37248448569441694,0.9133818593237878,0.4172520298010152,False
