season,week,celebrity_name,vote_mean,vote_std,vote_CI_lower,vote_CI_upper,consistency_score,relative_uncertainty,is_eliminated
1,1,John O'Hurley,0.07630513697293777,0.044693450163456744,0.014667505631411323,0.1845154996641493,0.9999999999999998,1.2156434874401334,False
1,1,Kelly Monaco,0.5403654547189115,0.0827599274353961,0.3822837926974009,0.7012066105907122,0.9999999999999998,1.2156434874401334,False
1,1,Evander Holyfield,0.0695360168071001,0.04130362532930981,0.0117347649580636,0.16737465279833422,0.9999999999999998,1.2156434874401334,False
1,1,Rachel Hunter,0.1640587309439736,0.06171878527511922,0.0628205903146787,0.30152256349445217,0.9999999999999998,1.2156434874401334,False
1,1,Joey McIntyre,0.07937386115700998,0.04620238267719957,0.015744346655734383,0.1911172690584298,0.9999999999999998,1.2156434874401334,False
1,1,Trista Sutter,0.07036079940006831,0.042109760539107526,0.012098014614239368,0.16925590670558524,0.9999999999999998,1.2156434874401334,False
1,2,John O'Hurley,0.07439587661875063,0.03661754901896615,0.01747500268601809,0.16617966572398163,0.20695106026269075,1.1047835806317285,False
1,2,Kelly Monaco,0.5574398341495725,0.07817638340515537,0.4031573705864935,0.710612452951363,0.20695106026269075,1.1047835806317285,False
1,2,Evander Holyfield,0.0943537997808557,0.04769443648375715,0.014608477176466336,0.2022517619198583,0.20695106026269075,1.1047835806317285,False
1,2,Rachel Hunter,0.16940311224544854,0.06134852333630868,0.07208925113341713,0.2972256650177364,0.20695106026269075,1.1047835806317285,False
1,2,Joey McIntyre,0.07647767019711928,0.036055234294777805,0.02292396865411304,0.170468451629715,0.20695106026269075,1.1047835806317285,False
1,2,Trista Sutter,0.027929707008251828,0.02524670507948418,3.502736471425218e-06,0.08830315636205231,0.20695106026269075,1.1047835806317285,True
1,3,John O'Hurley,0.09002188630653815,0.04220252684251277,0.02516523985163407,0.18766578704079384,0.9817470848251367,0.9518333787804776,False
1,3,Kelly Monaco,0.5846628691881194,0.07334855995235696,0.43741440277915933,0.7218727926917493,0.9817470848251367,0.9518333787804776,False
1,3,Evander Holyfield,0.048758055688762854,0.03693453595651827,7.249037037808504e-06,0.13176160319374552,0.9817470848251367,0.9518333787804776,True
1,3,Rachel Hunter,0.18943861425573136,0.05726119486599771,0.09122514259197592,0.3100510798611976,0.9817470848251367,0.9518333787804776,False
1,3,Joey McIntyre,0.08711857456084776,0.04053277558939557,0.02500715169699248,0.17930130194979046,0.9817470848251367,0.9518333787804776,False
1,4,John O'Hurley,0.1086306500435112,0.044104938308161895,0.037139132334670234,0.20676355818300868,0.3431609248779404,0.9521901238555553,False
1,4,Kelly Monaco,0.718711712606403,0.09044806568890006,0.5205156564850507,0.8604744428066357,0.3431609248779404,0.9521901238555553,False
1,4,Rachel Hunter,0.06626947748090067,0.08394234479742489,0.00048635783295025064,0.2737836377177443,0.3431609248779404,0.9521901238555553,True
1,4,Joey McIntyre,0.10638815986918435,0.04416087484431777,0.03699310188456378,0.20630273368540086,0.3431609248779404,0.9521901238555553,False
1,5,John O'Hurley,0.1467240240807296,0.04652146352332773,0.06873246613495236,0.2498503406067231,0.9999999999999998,0.5824443955546637,False
1,5,Kelly Monaco,0.721434066086168,0.05914909988513687,0.5966400614365033,0.8280716304322959,0.9999999999999998,0.5824443955546637,False
1,5,Joey McIntyre,0.1318419098331035,0.04370660625987288,0.05964048526449671,0.2295354373515976,0.9999999999999998,0.5824443955546637,False
1,6,John O'Hurley,0.1960634377434697,0.049710468804092314,0.10918972064960399,0.30190369086946817,0.9999999999999998,0.3847254279484077,False
1,6,Kelly Monaco,0.8039365622565309,0.049710468804092314,0.6988673986083783,0.8908788563369221,0.9999999999999998,0.3847254279484077,False
2,1,Tatum O'Neal,0.08361051440543309,0.0450368954720889,0.01901428950554437,0.1908820522979268,0.44015773697522165,1.7611249046965405,False
2,1,Tia Carrere,0.08395089477806254,0.04648417935006549,0.01854610193873416,0.1953408248293484,0.44015773697522165,1.7611249046965405,False
2,1,George Hamilton,0.09457676234481595,0.04599334285218783,0.027372629808823757,0.20249816401040222,0.44015773697522165,1.7611249046965405,False
2,1,Lisa Rinna,0.10969272101294607,0.04931288103627439,0.034348804945544306,0.2229047862158279,0.44015773697522165,1.7611249046965405,False
2,1,Stacy Keibler,0.2434330974539047,0.06916920962591035,0.11913865682819216,0.3923356414863805,0.44015773697522165,1.7611249046965405,False
2,1,Jerry Rice,0.09233628536537601,0.04785142876624488,0.021603955788413908,0.2064954612284234,0.44015773697522165,1.7611249046965405,False
2,1,Giselle Fernandez,0.08762650341807306,0.0446620077965535,0.019732147126694993,0.1913473904094296,0.44015773697522165,1.7611249046965405,False
2,1,Master P,0.08813608044044333,0.038849309577569775,0.027444547737531546,0.18965681655077773,0.44015773697522165,1.7611249046965405,False
2,1,Drew Lachey,0.09308722486412414,0.04804163277321464,0.021229818912514423,0.2073050232336305,0.44015773697522165,1.7611249046965405,False
2,1,Kenny Mayne,0.02354991591682128,0.02116413212085092,4.1634646922277274e-08,0.0707897386610342,0.44015773697522165,1.7611249046965405,True
2,2,Tatum O'Neal,0.0346972312792984,0.02844441338773871,1.3402693617909564e-06,0.09508870319014702,0.5918419905386222,1.5700495220665895,True
2,2,Tia Carrere,0.08947958728131086,0.04316424232861559,0.02468913268819186,0.19275837339946858,0.5918419905386222,1.5700495220665895,False
2,2,George Hamilton,0.10055639694012636,0.04493159214713728,0.032434903085336024,0.19725403304286265,0.5918419905386222,1.5700495220665895,False
2,2,Lisa Rinna,0.11874511004178459,0.04782362952798108,0.04249963541798479,0.22160078516653772,0.5918419905386222,1.5700495220665895,False
2,2,Stacy Keibler,0.26548692707718363,0.06770815266630421,0.1424535291804307,0.4093949850358236,0.5918419905386222,1.5700495220665895,False
2,2,Jerry Rice,0.0999456228933666,0.046771909485599,0.030075045754874883,0.20931896459477475,0.5918419905386222,1.5700495220665895,False
2,2,Giselle Fernandez,0.09505755080844418,0.04425196308145492,0.025911717301783516,0.19211330284068795,0.5918419905386222,1.5700495220665895,False
2,2,Master P,0.09401172295052951,0.043291865827783854,0.028466285739861034,0.19911165264457728,0.5918419905386222,1.5700495220665895,False
2,2,Drew Lachey,0.10201985072795547,0.0468982375364647,0.03087406322361711,0.2108143748131512,0.5918419905386222,1.5700495220665895,False
2,3,Tia Carrere,0.09843320158119943,0.04239821661490025,0.039644978985266276,0.20452593849299044,0.14490203049613612,1.3634464633109782,False
2,3,George Hamilton,0.10290162485520193,0.042837256407467224,0.040552158291575116,0.20338799704175758,0.14490203049613612,1.3634464633109782,False
2,3,Lisa Rinna,0.13337949285988346,0.05135246559599931,0.05626293678066327,0.24870244140915962,0.14490203049613612,1.3634464633109782,False
2,3,Stacy Keibler,0.28212393610510783,0.06722703048308734,0.165616076566521,0.42595120781953516,0.14490203049613612,1.3634464633109782,False
2,3,Jerry Rice,0.1281067010644354,0.040409019416643786,0.056765296579583104,0.21544088784435966,0.14490203049613612,1.3634464633109782,False
2,3,Giselle Fernandez,0.03149402796699081,0.027098973979752857,7.15409691237032e-06,0.08799655723539432,0.14490203049613612,1.3634464633109782,True
2,3,Master P,0.1159443234350175,0.038496831699451436,0.04226392984111758,0.19963355667099972,0.14490203049613612,1.3634464633109782,False
2,3,Drew Lachey,0.10761669213216349,0.04573852795466678,0.041063233966788355,0.2199836419052085,0.14490203049613612,1.3634464633109782,False
2,4,Tia Carrere,0.11891810905988062,0.044788365468490424,0.04454104116740379,0.21811737228929204,0.783381708019211,1.2514472461446247,False
2,4,George Hamilton,0.12398479679796325,0.04291286436211496,0.054648337888645294,0.2223135395279315,0.783381708019211,1.2514472461446247,False
2,4,Lisa Rinna,0.15652839053239057,0.05004873666406376,0.06952797901709976,0.2646663932410923,0.783381708019211,1.2514472461446247,False
2,4,Stacy Keibler,0.2966522006956167,0.0633939143217055,0.18010650990198443,0.4292006020688425,0.783381708019211,1.2514472461446247,False
2,4,Jerry Rice,0.1286705972026301,0.04452506192986387,0.052839160379310905,0.22596725137260734,0.783381708019211,1.2514472461446247,False
2,4,Master P,0.04690952031463558,0.0323997612077049,3.171913361815192e-05,0.10848800414048325,0.783381708019211,1.2514472461446247,True
2,4,Drew Lachey,0.12833638539688336,0.04622817651177827,0.05106462302906416,0.2354534540215026,0.783381708019211,1.2514472461446247,False
2,5,Tia Carrere,0.07803066986002008,0.04841387190748671,0.00046580586891457827,0.16232606392375973,0.8016266980483976,1.1496618911260785,True
2,5,George Hamilton,0.13839033005192128,0.04709133997056641,0.05800603782010324,0.23697370029139872,0.8016266980483976,1.1496618911260785,False
2,5,Lisa Rinna,0.16843587312761918,0.04944869167689004,0.08368949959798504,0.2736316476767638,0.8016266980483976,1.1496618911260785,False
2,5,Stacy Keibler,0.33445552710928217,0.06551898160232159,0.212991176061007,0.4670516975368704,0.8016266980483976,1.1496618911260785,False
2,5,Jerry Rice,0.1400411106464074,0.04475871127715659,0.0636896289501011,0.24255485584029826,0.8016266980483976,1.1496618911260785,False
2,5,Drew Lachey,0.1406464892047501,0.04742551821248719,0.05942663016813318,0.24539270432323207,0.8016266980483976,1.1496618911260785,False
2,6,George Hamilton,0.08564252063306413,0.057681681078191764,0.0008055146579485964,0.18394981226879006,0.6414343879865072,1.0128567560075703,True
2,6,Lisa Rinna,0.2010373920543297,0.05155035779283971,0.11240264587308274,0.3110730116747804,0.6414343879865072,1.0128567560075703,False
2,6,Stacy Keibler,0.3704748516596088,0.06703276391091798,0.24774357468136415,0.5096335427310725,0.6414343879865072,1.0128567560075703,False
2,6,Jerry Rice,0.17053396165665755,0.044760210235612045,0.09572515686322218,0.2696269075327544,0.6414343879865072,1.0128567560075703,False
2,6,Drew Lachey,0.17231127399633997,0.05040745977697685,0.0854049541976648,0.2806553280734556,0.6414343879865072,1.0128567560075703,False
2,7,Lisa Rinna,0.11491107780249914,0.09054934929530399,0.0034263083640843858,0.2810424280311693,0.4909366684169057,1.0142131675148718,True
2,7,Stacy Keibler,0.44719193657138273,0.0799082093345597,0.30319826233826375,0.6079169187657721,0.4909366684169057,1.0142131675148718,False
2,7,Jerry Rice,0.2143405050427183,0.050640342181877226,0.11674252719987849,0.3207914300913839,0.4909366684169057,1.0142131675148718,False
2,7,Drew Lachey,0.2235564805834006,0.05755997197996403,0.12120711266338809,0.349036601192162,0.4909366684169057,1.0142131675148718,False
2,8,Stacy Keibler,0.4813669079443493,0.059221066268683946,0.36667751530119236,0.5981974366444285,0.9999999999999998,0.644010775774581,False
